country;year;date;party_abbr;party_name;parlgov_id;pr_ingov_mean;pr_ingov_lower;pr_ingov_upper;excluding;excluding_parlgov_id
denmark;1975;13.02.1975;CD;Centre democrats;1324;0,098948;0,083594;0,113316;KF;590
denmark;1975;13.02.1975;CD;Centre democrats;1324;0,106246;0,090527;0,120374;KrF;1331
denmark;1975;13.02.1975;CD;Centre democrats;1324;0,104193;0,088417;0,118682;RV;211
denmark;1975;13.02.1975;CD;Centre democrats;1324;0,060297;0,045071;0,077801;Sd;1629
denmark;1975;13.02.1975;CD;Centre democrats;1324;0,130844;0,11251;0,147452;SF;1644
denmark;1975;13.02.1975;CD;Centre democrats;1324;0,068184;0,051662;0,086034;V;1605
denmark;1975;13.02.1975;CD;Centre democrats;1324;0,149635;0,12699;0,172948;VS;189
denmark;1975;13.02.1975;CD;Centre democrats;1324;0,168044;0,140086;0,196395;;
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,07728;0,058539;0,097325;CD;1324
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,020536;0,014987;0,027411;FrP;978
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,074974;0,056841;0,094232;KF;590
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,067572;0,051313;0,084829;KrF;1331
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,059565;0,045238;0,075728;RV;211
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,024915;0,017389;0,035097;Sd;1629
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,057086;0,043125;0,072382;SF;1644
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,042362;0,030421;0,057967;V;1605
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,06164;0,046571;0,078933;VS;189
denmark;1975;13.02.1975;DKP;Communist Party of Denmark;1239;0,095095;0,071303;0,121639;;
denmark;1975;13.02.1975;FrP;Progress Party;978;0,30165;0,21826;0,396703;CD;1324
denmark;1975;13.02.1975;FrP;Progress Party;978;0,305397;0,221084;0,400749;DKP;1239
denmark;1975;13.02.1975;FrP;Progress Party;978;0,291331;0,210034;0,382114;KF;590
denmark;1975;13.02.1975;FrP;Progress Party;978;0,266739;0,192179;0,35047;KrF;1331
denmark;1975;13.02.1975;FrP;Progress Party;978;0,212862;0,156039;0,276633;RV;211
denmark;1975;13.02.1975;FrP;Progress Party;978;0,104325;0,071275;0,147124;Sd;1629
denmark;1975;13.02.1975;FrP;Progress Party;978;0,275234;0,198314;0,361594;SF;1644
denmark;1975;13.02.1975;FrP;Progress Party;978;0,171042;0,119452;0,235356;V;1605
denmark;1975;13.02.1975;FrP;Progress Party;978;0,30637;0,221828;0,401938;VS;189
denmark;1975;13.02.1975;FrP;Progress Party;978;0,379956;0,278646;0,496774;;
denmark;1975;13.02.1975;KF;Conservatives;590;0,111266;0,093599;0,128918;CD;1324
denmark;1975;13.02.1975;KF;Conservatives;590;0,16024;0,13615;0,183395;DKP;1239
denmark;1975;13.02.1975;KF;Conservatives;590;0,091736;0,067625;0,118317;FrP;978
denmark;1975;13.02.1975;KF;Conservatives;590;0,111747;0,094429;0,127969;KrF;1331
denmark;1975;13.02.1975;KF;Conservatives;590;0,113954;0,096591;0,129973;RV;211
denmark;1975;13.02.1975;KF;Conservatives;590;0,062662;0,047284;0,080102;Sd;1629
denmark;1975;13.02.1975;KF;Conservatives;590;0,138362;0,119266;0,155562;SF;1644
denmark;1975;13.02.1975;KF;Conservatives;590;0,078083;0,059975;0,09833;V;1605
denmark;1975;13.02.1975;KF;Conservatives;590;0,160901;0,136557;0,184066;VS;189
denmark;1975;13.02.1975;KF;Conservatives;590;0,180362;0,149915;0,210368;;
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,168103;0,148897;0,184891;CD;1324
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,202377;0,176726;0,225851;DKP;1239
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,116683;0,087899;0,147996;FrP;978
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,161286;0,142794;0,177195;KF;590
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,141501;0,124857;0,156297;RV;211
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,075569;0,05803;0,096264;Sd;1629
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,172382;0,152363;0,190094;SF;1644
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,092531;0,070964;0,115387;V;1605
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,203487;0,177534;0,226833;VS;189
denmark;1975;13.02.1975;KrF;Christian People's Party;1331;0,2299;0,198054;0,259327;;
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,249279;0,222034;0,278749;CD;1324
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,277599;0,248095;0,306724;DKP;1239
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,146036;0,111764;0,18052;FrP;978
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,246722;0,219811;0,275735;KF;590
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,224731;0,20037;0,249685;KrF;1331
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,094637;0,073243;0,119648;Sd;1629
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,240099;0,213895;0,266526;SF;1644
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,127143;0,10144;0,154992;V;1605
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,277947;0,24836;0,307108;VS;189
denmark;1975;13.02.1975;RV;Danish Social Liberal Party;211;0,31313;0,276658;0,349998;;
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,614736;0,551214;0,669011;CD;1324
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,652303;0,586971;0,709873;DKP;1239
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,446853;0,356803;0,533762;FrP;978
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,604784;0,542001;0,658775;KF;590
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,568152;0,508884;0,617512;KrF;1331
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,503991;0,455108;0,548961;RV;211
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,569798;0,510431;0,619349;SF;1644
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,310986;0,255554;0,364508;V;1605
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,6527;0,587328;0,710388;VS;189
denmark;1975;13.02.1975;Sd;Social Democrats;1629;0,722484;0,656448;0,784857;;
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,162674;0,143468;0,181626;CD;1324
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,161864;0,141231;0,181018;DKP;1239
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,095152;0,072639;0,119954;FrP;978
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,157874;0,139723;0,175734;KF;590
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,142355;0,126635;0,157648;KrF;1331
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,126843;0,111246;0,1419;RV;211
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,047188;0,034918;0,062781;Sd;1629
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,085287;0,06616;0,105971;V;1605
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,162974;0,142195;0,182394;VS;189
denmark;1975;13.02.1975;SF;Socialist Peoples Party;1644;0,199874;0,171456;0,227606;;
denmark;1975;13.02.1975;V;Liberal Party;1605;0,50843;0,446539;0,573271;CD;1324
denmark;1975;13.02.1975;V;Liberal Party;1605;0,555557;0,490326;0,623866;DKP;1239
denmark;1975;13.02.1975;V;Liberal Party;1605;0,399376;0,314794;0,481327;FrP;978
denmark;1975;13.02.1975;V;Liberal Party;1605;0,506011;0,444341;0,570895;KF;590
denmark;1975;13.02.1975;V;Liberal Party;1605;0,47092;0,412191;0,530826;KrF;1331
denmark;1975;13.02.1975;V;Liberal Party;1605;0,422303;0,369703;0,478491;RV;211
denmark;1975;13.02.1975;V;Liberal Party;1605;0,196792;0,149416;0,252127;Sd;1629
denmark;1975;13.02.1975;V;Liberal Party;1605;0,493703;0,434406;0,555668;SF;1644
denmark;1975;13.02.1975;V;Liberal Party;1605;0,556553;0,491331;0,624815;VS;189
denmark;1975;13.02.1975;V;Liberal Party;1605;0,60829;0,545381;0,67324;;
denmark;1975;13.02.1975;VS;Left Socialists;189;0,075293;0,057123;0,094707;CD;1324
denmark;1975;13.02.1975;VS;Left Socialists;189;0,060247;0,045619;0,077165;DKP;1239
denmark;1975;13.02.1975;VS;Left Socialists;189;0,020116;0,014655;0,026842;FrP;978
denmark;1975;13.02.1975;VS;Left Socialists;189;0,074241;0,056232;0,093354;KF;590
denmark;1975;13.02.1975;VS;Left Socialists;189;0,067289;0,051117;0,084496;KrF;1331
denmark;1975;13.02.1975;VS;Left Socialists;189;0,05852;0,044526;0,074499;RV;211
denmark;1975;13.02.1975;VS;Left Socialists;189;0,023919;0,016685;0,033803;Sd;1629
denmark;1975;13.02.1975;VS;Left Socialists;189;0,056803;0,042947;0,07205;SF;1644
denmark;1975;13.02.1975;VS;Left Socialists;189;0,041966;0,030107;0,057445;V;1605
denmark;1975;13.02.1975;VS;Left Socialists;189;0,093702;0,070233;0,119312;;
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,099031;0,076273;0,124267;DKP;1239
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,08537;0,064095;0,11076;FrP;978
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,065763;0,051113;0,081877;KF;590
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,06835;0,053553;0,084646;KrF;1331
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,069011;0,054029;0,085361;RF;1606
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,052502;0,040025;0,066086;RV;211
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,029723;0,020896;0,040249;Sd;1629
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,083167;0,06527;0,102146;SF;1644
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,040598;0,029265;0,054339;V;1605
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,099128;0,07633;0,124434;VS;189
denmark;1977;15.02.1977;CD;Centre democrats;1324;0,106854;0,082;0,134809;;
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,029845;0,02075;0,041046;CD;1324
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,01831;0,012255;0,02643;FrP;978
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,029741;0,020687;0,040786;KF;590
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,027361;0,019026;0,037315;KrF;1331
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,024186;0,016716;0,033509;RF;1606
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,018036;0,012155;0,025359;RV;211
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,00758;0,004791;0,011973;Sd;1629
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,023537;0,016216;0,032473;SF;1644
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,014862;0,009568;0,021773;V;1605
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,02389;0,016463;0,033104;VS;189
denmark;1977;15.02.1977;DKP;Communist Party of Denmark;1239;0,037668;0,025631;0,05259;;
denmark;1977;15.02.1977;FrP;Progress Party;978;0,085685;0,054764;0,12478;CD;1324
denmark;1977;15.02.1977;FrP;Progress Party;978;0,087812;0,056241;0,128479;DKP;1239
denmark;1977;15.02.1977;FrP;Progress Party;978;0,085535;0,054631;0,124273;KF;590
denmark;1977;15.02.1977;FrP;Progress Party;978;0,078306;0,05054;0,113329;KrF;1331
denmark;1977;15.02.1977;FrP;Progress Party;978;0,068932;0,04463;0,098892;RF;1606
denmark;1977;15.02.1977;FrP;Progress Party;978;0,05134;0,031859;0,075047;RV;211
denmark;1977;15.02.1977;FrP;Progress Party;978;0,026033;0,016116;0,04081;Sd;1629
denmark;1977;15.02.1977;FrP;Progress Party;978;0,080725;0,051905;0,117851;SF;1644
denmark;1977;15.02.1977;FrP;Progress Party;978;0,044124;0,028715;0,066072;V;1605
denmark;1977;15.02.1977;FrP;Progress Party;978;0,087908;0,056333;0,12864;VS;189
denmark;1977;15.02.1977;FrP;Progress Party;978;0,107169;0,069439;0,156579;;
denmark;1977;15.02.1977;KF;Conservatives;590;0,07344;0,056684;0,091839;CD;1324
denmark;1977;15.02.1977;KF;Conservatives;590;0,106604;0,081656;0,133968;DKP;1239
denmark;1977;15.02.1977;KF;Conservatives;590;0,092896;0,068837;0,120326;FrP;978
denmark;1977;15.02.1977;KF;Conservatives;590;0,073177;0,056831;0,091069;KrF;1331
denmark;1977;15.02.1977;KF;Conservatives;590;0,073834;0,057471;0,091503;RF;1606
denmark;1977;15.02.1977;KF;Conservatives;590;0,055438;0,042193;0,070588;RV;211
denmark;1977;15.02.1977;KF;Conservatives;590;0,029917;0,021041;0,040451;Sd;1629
denmark;1977;15.02.1977;KF;Conservatives;590;0,089463;0,070068;0,110568;SF;1644
denmark;1977;15.02.1977;KF;Conservatives;590;0,048004;0,034504;0,064564;V;1605
denmark;1977;15.02.1977;KF;Conservatives;590;0,106701;0,081701;0,134064;VS;189
denmark;1977;15.02.1977;KF;Conservatives;590;0,11453;0,087371;0,144744;;
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,105241;0,084441;0,126811;CD;1324
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,133438;0,105426;0,163324;DKP;1239
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,114881;0,089619;0,143688;FrP;978
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,102391;0,082281;0,123202;KF;590
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,092409;0,074051;0,111406;RF;1606
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,069446;0,054755;0,086047;RV;211
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,037751;0,027069;0,050522;Sd;1629
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,111727;0,089557;0,134562;SF;1644
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,051017;0,037426;0,067343;V;1605
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,133863;0,105733;0,163869;VS;189
denmark;1977;15.02.1977;KrF;Christian People's Party;1331;0,143745;0,113474;0,176137;;
denmark;1977;15.02.1977;RF;Justice Party;1606;0,151741;0,120346;0,182055;CD;1324
denmark;1977;15.02.1977;RF;Justice Party;1606;0,176102;0,139488;0,212059;DKP;1239
denmark;1977;15.02.1977;RF;Justice Party;1606;0,151347;0,119015;0,186035;FrP;978
denmark;1977;15.02.1977;RF;Justice Party;1606;0,148887;0,117797;0,178892;KF;590
denmark;1977;15.02.1977;RF;Justice Party;1606;0,138249;0,110002;0,164934;KrF;1331
denmark;1977;15.02.1977;RF;Justice Party;1606;0,093899;0,072032;0,116434;RV;211
denmark;1977;15.02.1977;RF;Justice Party;1606;0,047289;0,03438;0,063014;Sd;1629
denmark;1977;15.02.1977;RF;Justice Party;1606;0,148656;0,118067;0,178316;SF;1644
denmark;1977;15.02.1977;RF;Justice Party;1606;0,060881;0,045906;0,078961;V;1605
denmark;1977;15.02.1977;RF;Justice Party;1606;0,176661;0,139836;0,21272;VS;189
denmark;1977;15.02.1977;RF;Justice Party;1606;0,189584;0,149176;0,229526;;
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,229642;0,180375;0,282424;CD;1324
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,264362;0,206566;0,329489;DKP;1239
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,228165;0,174496;0,288137;FrP;978
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,224901;0,176287;0,278154;KF;590
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,209696;0,164387;0,257134;KrF;1331
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,188309;0,147805;0,232948;RF;1606
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,068071;0,048122;0,09461;Sd;1629
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,224749;0,175639;0,276555;SF;1644
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,085914;0,06299;0,114791;V;1605
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,265013;0,207009;0,330456;VS;189
denmark;1977;15.02.1977;RV;Danish Social Liberal Party;211;0,283994;0,221208;0,353585;;
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,80503;0,759271;0,845507;CD;1324
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,852073;0,809669;0,887556;DKP;1239
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,801024;0,74794;0,84681;FrP;978
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,797547;0,74925;0,838619;KF;590
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,776166;0,728176;0,819594;KrF;1331
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,739865;0,687369;0,791288;RF;1606
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,666237;0,593526;0,734235;RV;211
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,785014;0,738469;0,827769;SF;1644
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,588106;0,507397;0,667468;V;1605
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,852719;0,810228;0,888272;VS;189
denmark;1977;15.02.1977;Sd;Social Democrats;1629;0,88216;0,843491;0,913758;;
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,094881;0,075328;0,114743;CD;1324
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,104437;0,082061;0,128633;DKP;1239
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,092124;0,070592;0,115978;FrP;978
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,0935;0,074594;0,112758;KF;590
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,08655;0,06912;0,104486;KrF;1331
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,07764;0,061789;0,094054;RF;1606
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,059323;0,046318;0,073984;RV;211
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,021421;0,014588;0,030072;Sd;1629
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,041556;0,030309;0,055352;V;1605
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,104938;0,082454;0,129419;VS;189
denmark;1977;15.02.1977;SF;Socialist Peoples Party;1644;0,118568;0,092532;0,147332;;
denmark;1977;15.02.1977;V;Liberal Party;1605;0,303513;0,239119;0,370761;CD;1324
denmark;1977;15.02.1977;V;Liberal Party;1605;0,346963;0,273156;0,424756;DKP;1239
denmark;1977;15.02.1977;V;Liberal Party;1605;0,306724;0,238463;0,38021;FrP;978
denmark;1977;15.02.1977;V;Liberal Party;1605;0,303242;0,239128;0,370609;KF;590
denmark;1977;15.02.1977;V;Liberal Party;1605;0,277041;0,219043;0,339536;KrF;1331
denmark;1977;15.02.1977;V;Liberal Party;1605;0,241066;0,190937;0,293601;RF;1606
denmark;1977;15.02.1977;V;Liberal Party;1605;0,171689;0,131262;0,217007;RV;211
denmark;1977;15.02.1977;V;Liberal Party;1605;0,075715;0,054157;0,102531;Sd;1629
denmark;1977;15.02.1977;V;Liberal Party;1605;0,292757;0,231676;0,357379;SF;1644
denmark;1977;15.02.1977;V;Liberal Party;1605;0,34706;0,273239;0,424932;VS;189
denmark;1977;15.02.1977;V;Liberal Party;1605;0,369769;0,293046;0,45219;;
denmark;1977;15.02.1977;VS;Left Socialists;189;0,029198;0,020319;0,040038;CD;1324
denmark;1977;15.02.1977;VS;Left Socialists;189;0,023146;0,015985;0,031877;DKP;1239
denmark;1977;15.02.1977;VS;Left Socialists;189;0,017664;0,011831;0,02532;FrP;978
denmark;1977;15.02.1977;VS;Left Socialists;189;0,029095;0,020245;0,039777;KF;590
denmark;1977;15.02.1977;VS;Left Socialists;189;0,027042;0,018775;0,036731;KrF;1331
denmark;1977;15.02.1977;VS;Left Socialists;189;0,024001;0,016594;0,033162;RF;1606
denmark;1977;15.02.1977;VS;Left Socialists;189;0,017943;0,012106;0,025217;RV;211
denmark;1977;15.02.1977;VS;Left Socialists;189;0,007483;0,004734;0,011871;Sd;1629
denmark;1977;15.02.1977;VS;Left Socialists;189;0,023294;0,016096;0,032049;SF;1644
denmark;1977;15.02.1977;VS;Left Socialists;189;0,014215;0,009239;0,020871;V;1605
denmark;1977;15.02.1977;VS;Left Socialists;189;0,036924;0,025217;0,051452;;
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,099031;0,076273;0,124267;DKP;1239
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,08537;0,064095;0,11076;FrP;978
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,065763;0,051113;0,081877;KF;590
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,06835;0,053553;0,084646;KrF;1331
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,069011;0,054029;0,085361;RF;1606
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,052502;0,040025;0,066086;RV;211
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,029723;0,020896;0,040249;Sd;1629
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,083167;0,06527;0,102146;SF;1644
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,040598;0,029265;0,054339;V;1605
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,099128;0,07633;0,124434;VS;189
denmark;1978;30.08.1978;CD;Centre democrats;1324;0,106854;0,082;0,134809;;
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,029845;0,02075;0,041046;CD;1324
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,01831;0,012255;0,02643;FrP;978
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,029741;0,020687;0,040786;KF;590
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,027361;0,019026;0,037315;KrF;1331
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,024186;0,016716;0,033509;RF;1606
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,018036;0,012155;0,025359;RV;211
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,00758;0,004791;0,011973;Sd;1629
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,023537;0,016216;0,032473;SF;1644
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,014862;0,009568;0,021773;V;1605
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,02389;0,016463;0,033104;VS;189
denmark;1978;30.08.1978;DKP;Communist Party of Denmark;1239;0,037668;0,025631;0,05259;;
denmark;1978;30.08.1978;FrP;Progress Party;978;0,085685;0,054764;0,12478;CD;1324
denmark;1978;30.08.1978;FrP;Progress Party;978;0,087812;0,056241;0,128479;DKP;1239
denmark;1978;30.08.1978;FrP;Progress Party;978;0,085535;0,054631;0,124273;KF;590
denmark;1978;30.08.1978;FrP;Progress Party;978;0,078306;0,05054;0,113329;KrF;1331
denmark;1978;30.08.1978;FrP;Progress Party;978;0,068932;0,04463;0,098892;RF;1606
denmark;1978;30.08.1978;FrP;Progress Party;978;0,05134;0,031859;0,075047;RV;211
denmark;1978;30.08.1978;FrP;Progress Party;978;0,026033;0,016116;0,04081;Sd;1629
denmark;1978;30.08.1978;FrP;Progress Party;978;0,080725;0,051905;0,117851;SF;1644
denmark;1978;30.08.1978;FrP;Progress Party;978;0,044124;0,028715;0,066072;V;1605
denmark;1978;30.08.1978;FrP;Progress Party;978;0,087908;0,056333;0,12864;VS;189
denmark;1978;30.08.1978;FrP;Progress Party;978;0,107169;0,069439;0,156579;;
denmark;1978;30.08.1978;KF;Conservatives;590;0,07344;0,056684;0,091839;CD;1324
denmark;1978;30.08.1978;KF;Conservatives;590;0,106604;0,081656;0,133968;DKP;1239
denmark;1978;30.08.1978;KF;Conservatives;590;0,092896;0,068837;0,120326;FrP;978
denmark;1978;30.08.1978;KF;Conservatives;590;0,073177;0,056831;0,091069;KrF;1331
denmark;1978;30.08.1978;KF;Conservatives;590;0,073834;0,057471;0,091503;RF;1606
denmark;1978;30.08.1978;KF;Conservatives;590;0,055438;0,042193;0,070588;RV;211
denmark;1978;30.08.1978;KF;Conservatives;590;0,029917;0,021041;0,040451;Sd;1629
denmark;1978;30.08.1978;KF;Conservatives;590;0,089463;0,070068;0,110568;SF;1644
denmark;1978;30.08.1978;KF;Conservatives;590;0,048004;0,034504;0,064564;V;1605
denmark;1978;30.08.1978;KF;Conservatives;590;0,106701;0,081701;0,134064;VS;189
denmark;1978;30.08.1978;KF;Conservatives;590;0,11453;0,087371;0,144744;;
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,105241;0,084441;0,126811;CD;1324
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,133438;0,105426;0,163324;DKP;1239
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,114881;0,089619;0,143688;FrP;978
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,102391;0,082281;0,123202;KF;590
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,092409;0,074051;0,111406;RF;1606
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,069446;0,054755;0,086047;RV;211
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,037751;0,027069;0,050522;Sd;1629
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,111727;0,089557;0,134562;SF;1644
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,051017;0,037426;0,067343;V;1605
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,133863;0,105733;0,163869;VS;189
denmark;1978;30.08.1978;KrF;Christian People's Party;1331;0,143745;0,113474;0,176137;;
denmark;1978;30.08.1978;RF;Justice Party;1606;0,151741;0,120346;0,182055;CD;1324
denmark;1978;30.08.1978;RF;Justice Party;1606;0,176102;0,139488;0,212059;DKP;1239
denmark;1978;30.08.1978;RF;Justice Party;1606;0,151347;0,119015;0,186035;FrP;978
denmark;1978;30.08.1978;RF;Justice Party;1606;0,148887;0,117797;0,178892;KF;590
denmark;1978;30.08.1978;RF;Justice Party;1606;0,138249;0,110002;0,164934;KrF;1331
denmark;1978;30.08.1978;RF;Justice Party;1606;0,093899;0,072032;0,116434;RV;211
denmark;1978;30.08.1978;RF;Justice Party;1606;0,047289;0,03438;0,063014;Sd;1629
denmark;1978;30.08.1978;RF;Justice Party;1606;0,148656;0,118067;0,178316;SF;1644
denmark;1978;30.08.1978;RF;Justice Party;1606;0,060881;0,045906;0,078961;V;1605
denmark;1978;30.08.1978;RF;Justice Party;1606;0,176661;0,139836;0,21272;VS;189
denmark;1978;30.08.1978;RF;Justice Party;1606;0,189584;0,149176;0,229526;;
denmark;1978;30.08.1978;RV;Danish Social Liberal Party;211;0,229642;0,180375;0,282424;CD;1324
denmark;1978;30.08.1978;RV;Danish Social Liberal Party;211;0,264362;0,206566;0,329489;DKP;1239
